constitucion;capitulo;titulo_capitulo;nro_articulo;texto;texto_clean;Topic 0;Topic 1;Topic 2;Topic 3;Topic 4;Topic 5;Topic 6;max_topic
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 84;una ley organica constitucional determinara la organizacion y atribuciones del ministerio publico senalara las calidades y requisitos que deberan tener y cumplir los fiscales para su nombramiento y las causales de remocion de los fiscales adjuntos en lo no contemplado en la constitucion las personas que sean designadas fiscales no podran tener impedimento alguno que las inhabilite para desempenar el cargo de juez los fiscales regionales y adjuntos cesaran en su cargo al cumplir  anos de edad;ley organica constitucional determinara organizacion atribuciones ministerio publico senalara calidades requisitos deberan cumplir fiscales nombramiento causales remocion fiscales adjuntos contemplado constitucion personas designadas fiscales podran impedimento alguno inhabilite desempenar cargo juez fiscales regionales adjuntos cesaran cargo cumplir   anos edad;0.3631285014238052;0.0035752120074620986;0.003580780624588488;0.003580733526703364;0.0035754076937498675;0.003587012532371965;0.6189723521913191;6
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 84;la ley organica constitucional establecera el grado de independencia y autonomia y la responsabilidad que tendran los fiscales en la direccion de la investigacion y en el ejercicio de la accion penal publica en los casos que tengan a su cargo;ley organica constitucional establecera grado independencia autonomia responsabilidad tendran fiscales direccion investigacion ejercicio accion penal publica casos cargo;0.007547062845996976;0.007531518227932183;0.007539683999289778;0.5969174980401132;0.0075270268020375215;0.23644780646001054;0.13648940362461984;3
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 85;el fiscal nacional sera designado por el presidente de la republica a propuesta en quina de la corte suprema y con acuerdo del senado adoptado por los dos tercios de sus miembros en ejercicio en sesion especialmente convocada al efecto si el senado no aprobare la proposicion del presidente de la republica la corte suprema debera completar la quina proponiendo un nuevo nombre en sustitucion del rechazado repitiendose el procedimiento hasta que se apruebe un nombramiento;fiscal nacional sera designado presidente republica propuesta quina corte suprema acuerdo senado adoptado dos tercios miembros ejercicio sesion especialmente convocada efecto si senado aprobare proposicion presidente republica corte suprema debera completar quina proponiendo nuevo nombre sustitucion rechazado repitiendose procedimiento apruebe nombramiento;0.0034070656502467314;0.0034033398323309117;0.003404687262351038;0.0034034088180718578;0.18515296410008866;0.0034046288683077974;0.797823905468603;6
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 85;el fiscal nacional debera tener a lo menos diez anos de titulo de abogado haber cumplido cuarenta anos de edad y poseer las demas calidades necesarias para ser ciudadano con derecho a sufragio durara ocho anos en el ejercicio de sus funciones y no podra ser designado para el periodo siguiente;fiscal nacional debera menos diez anos titulo abogado haber cumplido cuarenta anos edad poseer demas calidades necesarias ciudadano derecho sufragio durara ocho anos ejercicio funciones podra designado periodo siguiente;0.004772259527189228;0.0047743919617713165;0.004764738742295946;0.004772673386438753;0.004766432921664538;0.004765404586985872;0.9713840988736543;6
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 85;sera aplicable al fiscal nacional lo dispuesto en el inciso segundo del articulo  en lo relativo al tope de edad;sera aplicable fiscal nacional dispuesto inciso segundo articulo   relativo tope edad;0.3083631980923599;0.011919505648724345;0.46977380354972753;0.011913052880895985;0.011913831036218648;0.011933472762047533;0.17418313603002605;2
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 86;existira un fiscal regional en cada una de las regiones en que se divida administrativamente el pais a menos que la poblacion o la extension geografica de la region hagan necesario nombrar mas de uno;existira fiscal regional cada regiones divida administrativamente pais menos poblacion extension geografica region hagan necesario nombrar mas;0.007958307580057644;0.007964903029432927;0.007942083924544183;0.007945039734160195;0.9522655276636416;0.007961143527126081;0.007962994541037372;4
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 86;los fiscales regionales seran nombrados por el fiscal nacional a propuesta en terna de la corte de apelaciones de la respectiva region en caso que en la region exista mas de una corte de apelaciones la terna sera formada por un pleno conjunto de todas ellas especialmente convocado al efecto por el presidente de la corte de mas antigua creacion;fiscales regionales seran nombrados fiscal nacional propuesta terna corte apelaciones respectiva region caso region exista mas corte apelaciones terna sera formada pleno conjunto todas especialmente convocado efecto presidente corte mas antigua creacion;0.004334978166141989;0.004337385788569858;0.004332035486250466;0.0043354452526255215;0.1376401555593175;0.004335449317140306;0.8406845504299544;6
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 86;los fiscales regionales deberan tener a lo menos cinco anos de titulo de abogado haber cumplido  anos de edad y poseer las demas calidades necesarias para ser ciudadano con derecho a sufragio duraran ocho anos en el ejercicio de sus funciones y no podran ser designados como fiscales regionales por el periodo siguiente lo que no obsta a que puedan ser nombrados en otro cargo del ministerio publico;fiscales regionales deberan menos cinco anos titulo abogado haber cumplido   anos edad poseer demas calidades necesarias ciudadano derecho sufragio duraran ocho anos ejercicio funciones podran designados fiscales regionales periodo siguiente obsta puedan nombrados cargo ministerio publico;0.0038709003560258174;0.003869644153272648;0.0038627345082629413;0.0038791645000205042;0.0038720416951355213;0.0038784650684978803;0.9767670497187846;6
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 87;la corte suprema y las cortes de apelaciones en su caso llamaran a concurso publico de antecedentes para la integracion de las quinas y ternas las que seran acordadas por la mayoria absoluta de sus miembros en ejercicio en pleno especialmente convocado al efecto no podran integrar las quinas y ternas los miembros activos o pensionados del poder judicial;corte suprema cortes apelaciones caso llamaran concurso publico antecedentes integracion quinas ternas seran acordadas mayoria absoluta miembros ejercicio pleno especialmente convocado efecto podran integrar quinas ternas miembros activos pensionados poder judicial;0.004471586674033295;0.004484662535146846;0.004467382439680268;0.004468524404368658;0.004496956442285602;0.004467421570653919;0.9731434659338314;6
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 87;las quinas y ternas se formaran en una misma y unica votacion en la cual cada integrante del pleno tendra derecho a votar por tres o dos personas respectivamente resultaran elegidos quienes obtengan las cinco o las tres primeras mayorias segun corresponda de producirse un empate este se resolvera mediante sorteo;quinas ternas formaran misma unica votacion cada integrante pleno tendra derecho votar tres dos personas respectivamente resultaran elegidos obtengan cinco tres primeras mayorias segun corresponda producirse empate resolvera mediante sorteo;0.004619192858395491;0.004625266136339507;0.004613836460601979;0.004630948040114826;0.35150695085410444;0.004618698142776918;0.6253851075076668;6
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 88;existiran fiscales adjuntos que seran designados por el fiscal nacional a propuesta en terna del fiscal regional respectivo la que debera formarse previo concurso publico en conformidad a la ley organica constitucional deberan tener el titulo de abogado y poseer las demas calidades necesarias para ser ciudadano con derecho a sufragio;existiran fiscales adjuntos seran designados fiscal nacional propuesta terna fiscal regional respectivo debera formarse previo concurso publico conformidad ley organica constitucional deberan titulo abogado poseer demas calidades necesarias ciudadano derecho sufragio;0.004484690632173303;0.004480165809840478;0.00446989127037951;0.004478131175552454;0.004476007980129499;0.004495901528436708;0.973115211603488;6
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 89;el fiscal nacional y los fiscales regionales solo podran ser removidos por la corte suprema a requerimiento del presidente de la republica de la camara de diputados o de diez de sus miembros por incapacidad mal comportamiento o negligencia manifiesta en el ejercicio de sus funciones la corte conocera del asunto en pleno especialmente convocado al efecto y para acordar la remocion debera reunir el voto conforme de la mayoria de sus miembros en ejercicio;fiscal nacional fiscales regionales solo podran removidos corte suprema requerimiento presidente republica camara diputados diez miembros incapacidad mal comportamiento negligencia manifiesta ejercicio funciones corte conocera asunto pleno especialmente convocado efecto acordar remocion debera reunir voto conforme mayoria miembros ejercicio;0.0035768842732827244;0.0035737366039266844;0.0035726307758592816;0.0035739433606072316;0.003573729960443365;0.0035742450321736992;0.9785548299937069;6
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 89;la remocion de los fiscales regionales tambien podra ser solicitada por el fiscal nacional;remocion fiscales regionales tambien podra solicitada fiscal nacional;0.015962919570923786;0.1711476586545723;0.015891629881853928;0.015890895456684918;0.015897332635561562;0.0159305667107463;0.7492789970896572;6
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 90;se aplicara al fiscal nacional a los fiscales regionales y a los fiscales adjuntos lo establecido en el articulo;aplicara fiscal nacional fiscales regionales fiscales adjuntos establecido articulo;0.014352916010285247;0.014294506604267522;0.2004087908905368;0.014302389415883842;0.014306161770353137;0.01432655826119407;0.7280086770474794;6
Vigente;Capítulo VII;MINISTERIO PÚBLICO;Artículo 91;el fiscal nacional tendra la superintendencia directiva correccional y economica del ministerio publico en conformidad a la ley organica constitucional respectiva;fiscal nacional tendra superintendencia directiva correccional economica ministerio publico conformidad ley organica constitucional respectiva;0.2615600279727475;0.009542811625561469;0.009533849115130494;0.009547548275083959;0.41760535299108476;0.28264369457618166;0.00956671544421003;4
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 92;habra un tribunal constitucional integrado por diez miembros designados de la siguiente forma;habra tribunal constitucional integrado diez miembros designados siguiente forma;0.014328191045805573;0.014302880013341266;0.014302809066845619;0.014312627738313618;0.014299679288177037;0.014338111006426056;0.9141157018410909;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 92;a tres designados por el presidente de la republica;tres designados presidente republica;0.028635037563422512;0.028583357931676854;0.02857143238299673;0.028571430467210356;0.02857143200870924;0.028575718234009406;0.8284915914119749;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 92;b cuatro elegidos por el congreso nacional dos seran nombrados directamente por el senado y dos seran previamente propuestos por la camara de diputados para su aprobacion o rechazo por el senado los nombramientos o la propuesta en su caso se efectuaran en votaciones unicas y requeriran para su aprobacion del voto favorable de los dos tercios de los senadores o diputados en ejercicio segun corresponda;b cuatro elegidos congreso nacional dos seran nombrados directamente senado dos seran previamente propuestos camara diputados aprobacion rechazo senado nombramientos propuesta caso efectuaran votaciones unicas requeriran aprobacion voto favorable dos tercios senadores diputados ejercicio segun corresponda;0.09867618494804531;0.2675974149208483;0.003971632262891815;0.003970495565057357;0.003975957034386825;0.004007942633641123;0.6178003726351292;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 92;c tres elegidos por la corte suprema en una votacion secreta que se celebrara en sesion especialmente convocada para tal efecto;c tres elegidos corte suprema votacion secreta celebrara sesion especialmente convocada tal efecto;0.01104731828455573;0.09478071451084999;0.010992760522006812;0.010994748520505747;0.16950002428383723;0.011014651089807816;0.6916697827884367;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 92;los miembros del tribunal duraran nueve anos en sus cargos y se renovaran por parcialidades cada tres deberan tener a lo menos quince anos de titulo de abogado haberse destacado en la actividad profesional universitaria o publica no podran tener impedimento alguno que los inhabilite para desempenar el cargo de juez estaran sometidos a las normas de los articulos   y  y no podran ejercer la profesion de abogado incluyendo la judicatura ni cualquier acto de los establecidos en los incisos segundo y tercero del articulo;miembros tribunal duraran nueve anos cargos renovaran parcialidades cada tres deberan menos quince anos titulo abogado haberse destacado actividad profesional universitaria publica podran impedimento alguno inhabilite desempenar cargo juez estaran sometidos normas articulos      podran ejercer profesion abogado incluyendo judicatura cualquier acto establecidos incisos segundo tercero articulo;0.0030481491922353574;0.10428030189173734;0.11614724375705505;0.003048828207452904;0.003046435229913938;0.0030487313415746456;0.7673803103800307;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 92;los miembros del tribunal constitucional seran inamovibles y no podran ser reelegidos salvo aquel que lo haya sido como reemplazante y haya ejercido el cargo por un periodo menor a cinco anos cesaran en sus funciones al cumplir  anos de edad;miembros tribunal constitucional seran inamovibles podran reelegidos salvo aquel sido reemplazante ejercido cargo periodo menor cinco anos cesaran funciones cumplir   anos edad;0.006220655916185261;0.006214232564157231;0.006219457739047888;0.006215196328722476;0.006214718619484748;0.006219073104680477;0.9626966657277218;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 92;en caso que un miembro del tribunal constitucional cese en su cargo se procedera a su reemplazo por quien corresponda de acuerdo con el inciso primero de este articulo y por el tiempo que falte para completar el periodo del reemplazado;caso miembro tribunal constitucional cese cargo procedera reemplazo corresponda acuerdo inciso primero articulo tiempo falte completar periodo reemplazado;0.00753849401235735;0.007523550947971824;0.09420448729843399;0.007519966987015124;0.00752127075857181;0.007529012160030038;0.8681632178356198;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 92;el tribunal funcionara en pleno o dividido en dos salas en el primer caso el quorum para sesionar sera de a lo menos ocho miembros y en el segundo de a lo menos cuatro el tribunal adoptara sus acuerdos por simple mayoria salvo los casos en que se exija un quorum diferente y fallara de acuerdo a derecho el tribunal en pleno resolvera en definitiva las atribuciones indicadas en los numeros         y  del articulo siguiente para el ejercicio de sus restantes atribuciones podra funcionar en pleno o en sala de acuerdo a lo que disponga la ley organica constitucional respectiva;tribunal funcionara pleno dividido dos salas primer caso quorum sesionar sera menos ocho miembros segundo menos cuatro tribunal adoptara acuerdos simple mayoria salvo casos exija quorum diferente fallara acuerdo derecho tribunal pleno resolvera definitiva atribuciones indicadas numeros            articulo siguiente ejercicio restantes atribuciones podra funcionar pleno sala acuerdo disponga ley organica constitucional respectiva;0.3714185224805696;0.0027051387393385155;0.19395979523985218;0.002702962911826718;0.0027020246087241895;0.0027018125482926505;0.4238097434713961;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 92;una ley organica constitucional determinara su organizacion funcionamiento procedimientos y fijara la planta regimen de remuneraciones y estatuto de su personal;ley organica constitucional determinara organizacion funcionamiento procedimientos fijara planta regimen remuneraciones estatuto personal;0.9386767526982622;0.010217705393388754;0.010210830632345786;0.010210412041943328;0.010218916002974315;0.010250579169205302;0.010214804061880202;0
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;son atribuciones del tribunal constitucional;atribuciones tribunal constitucional;0.3670738076337092;0.03573079011470766;0.035815250147142964;0.035733684519680314;0.03571470917898636;0.035888684651621226;0.45404307375415226;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;ejercer el control de constitucionalidad de las leyes que interpreten algun precepto de la constitucion de las leyes organicas constitucionales y de las normas de un tratado que versen sobre materias propias de estas ultimas antes de su promulgacion;ejercer control constitucionalidad leyes interpreten algun precepto constitucion leyes organicas constitucionales normas tratado versen materias propias ultimas promulgacion;0.00753824281000212;0.5630895673126198;0.21545162645773974;0.007530022659136363;0.007542607947349184;0.0075362812257885655;0.1913116515873642;1
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;resolver sobre las cuestiones de constitucionalidad de los autos acordados dictados por la corte suprema las cortes de apelaciones y el tribunal calificador de elecciones;resolver cuestiones constitucionalidad autos acordados dictados corte suprema cortes apelaciones tribunal calificador elecciones;0.010205728864319209;0.010206908497154457;0.010210029726032624;0.010204672806838152;0.01021457942057766;0.010206155605137277;0.9387519250799407;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;resolver las cuestiones sobre constitucionalidad que se susciten durante la tramitacion de los proyectos de ley o de reforma constitucional y de los tratados sometidos a la aprobacion del congreso;resolver cuestiones constitucionalidad susciten tramitacion proyectos ley reforma constitucional tratados sometidos aprobacion congreso;0.010220837313446855;0.4748878192904284;0.010245160665456663;0.01021573750740437;0.010210500158456605;0.010262152411716147;0.4739577926530909;1
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;resolver las cuestiones que se susciten sobre la constitucionalidad de un decreto con fuerza de ley;resolver cuestiones susciten constitucionalidad decreto fuerza ley;0.017880745547563602;0.017901430926142273;0.20550018002713524;0.01787409211214753;0.017873912809260862;0.33240136903793843;0.39056826953981205;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;resolver las cuestiones que se susciten sobre constitucionalidad con relacion a la convocatoria a un plebiscito sin perjuicio de las atribuciones que correspondan al tribunal calificador de elecciones;resolver cuestiones susciten constitucionalidad relacion convocatoria plebiscito perjuicio atribuciones correspondan tribunal calificador elecciones;0.09005082016954144;0.010223307908919345;0.2525724408532094;0.010216700060821688;0.010222744567114254;0.010230434894841399;0.6164835515455525;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;resolver por la mayoria de sus miembros en ejercicio la inaplicabilidad de un precepto legal cuya aplicacion en cualquier gestion que se siga ante un tribunal ordinario o especial resulte contraria a la constitucion;resolver mayoria miembros ejercicio inaplicabilidad precepto legal cuya aplicacion cualquier gestion siga tribunal ordinario especial resulte contraria constitucion;0.007534753082032638;0.42493857980365685;0.007549920617794687;0.0075442616187600155;0.007557152597846594;0.007524274567808242;0.537351057712101;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;resolver por la mayoria de los cuatro quintos de sus integrantes en ejercicio la inconstitucionalidad de un precepto legal declarado inaplicable en conformidad a lo dispuesto en el numeral anterior;resolver mayoria cuatro quintos integrantes ejercicio inconstitucionalidad precepto legal declarado inaplicable conformidad dispuesto numeral anterior;0.008939210933747378;0.008946288050446513;0.28028005545749773;0.008936687980203506;0.008937396758648708;0.008947171447472488;0.6750131893719836;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;resolver los reclamos en caso de que el presidente de la republica no promulgue una ley cuando deba hacerlo o promulgue un texto diverso del que constitucionalmente corresponda;resolver reclamos caso presidente republica promulgue ley deba hacerlo promulgue texto diverso constitucionalmente corresponda;0.00955196905304902;0.009540386625726042;0.009541276138649942;0.009535700269237992;0.009547016010887959;0.009584322719110284;0.9426993291833388;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;resolver sobre la constitucionalidad de un decreto o resolucion del presidente de la republica que la contraloria general de la republica haya representado por estimarlo inconstitucional cuando sea requerido por el presidente en conformidad al articulo;resolver constitucionalidad decreto resolucion presidente republica contraloria general republica representado estimarlo inconstitucional requerido presidente conformidad articulo;0.47739675336689175;0.008416656784561886;0.09856392666929266;0.00840801752002826;0.008411191531160976;0.00843714825338215;0.39036630587468235;0
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;declarar la inconstitucionalidad de las organizaciones y de los movimientos o partidos politicos como asimismo la responsabilidad de las personas que hubieran tenido participacion en los hechos que motivaron la declaracion de inconstitucionalidad en conformidad a lo dispuesto en los parrafos sexto septimo y octavo del   del articulo  de esta constitucion sin embargo si la persona afectada fuera el presidente de la republica o el presidente electo la referida declaracion requerira ademas el acuerdo del senado adoptado por la mayoria de sus miembros en ejercicio;declarar inconstitucionalidad organizaciones movimientos partidos politicos asimismo responsabilidad personas participacion hechos motivaron declaracion inconstitucionalidad conformidad dispuesto parrafos sexto septimo octavo    articulo   constitucion embargo si persona afectada presidente republica presidente electo referida declaracion requerira ademas acuerdo senado adoptado mayoria miembros ejercicio;0.003496486405746315;0.4100524344706042;0.14438831583490322;0.05630079809309068;0.0035015904134079617;0.003496064731353765;0.37876431005089384;1
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;informar al senado en los casos a que se refiere el articulo  numero  de esta constitucion;informar senado casos refiere articulo   numero   constitucion;0.01794971758784097;0.01788679714501527;0.8925142457863242;0.017875171182077484;0.017884201931097805;0.017897236176555295;0.017992630191088925;2
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;resolver las contiendas de competencia que se susciten entre las autoridades politicas o administrativas y los tribunales de justicia que no correspondan al senado;resolver contiendas competencia susciten autoridades politicas administrativas tribunales justicia correspondan senado;0.011940811853728028;0.011924507273814347;0.9283906785052256;0.011931642012381737;0.011944614339835843;0.011909571967061532;0.011958174047952852;2
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;resolver sobre las inhabilidades constitucionales o legales que afecten a una persona para ser designada ministro de estado permanecer en dicho cargo o desempenar simultaneamente otras funciones;resolver inhabilidades constitucionales legales afecten persona designada ministro permanecer dicho cargo desempenar simultaneamente funciones;0.2711467081192781;0.34252471649154914;0.009566809437687257;0.0938920087564618;0.009553346689040667;0.009547607391198953;0.2637688031147841;1
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;pronunciarse sobre las inhabilidades incompatibilidades y causales de cesacion en el cargo de los parlamentarios;pronunciarse inhabilidades incompatibilidades causales cesacion cargo parlamentarios;0.017894144746380142;0.017886312858824766;0.01793813733879729;0.017860111233332487;0.017882652372473797;0.892494752407366;0.018043889042825573;5
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;calificar la inhabilidad invocada por un parlamentario en los terminos del inciso final del articulo  y pronunciarse sobre su renuncia al cargo y;calificar inhabilidad invocada parlamentario terminos inciso final articulo   pronunciarse renuncia cargo;0.011947508056312135;0.011917572854349917;0.6224256126386377;0.011926103741453524;0.011927710065376955;0.011910131243228797;0.3179453614006409;2
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;resolver sobre la constitucionalidad de los decretos supremos cualquiera sea el vicio invocado incluyendo aquellos que fueren dictados en el ejercicio de la potestad reglamentaria autonoma del presidente de la republica cuando se refieran a materias que pudieran estar reservadas a la ley por mandato del articulo;resolver constitucionalidad decretos supremos cualquiera vicio invocado incluyendo aquellos fueren dictados ejercicio potestad reglamentaria autonoma presidente republica refieran materias pudieran reservadas ley mandato articulo;0.00572322155968357;0.24048383590434852;0.13785469990748792;0.005718891553517867;0.27851272489615114;0.005727428708356891;0.325979197470454;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;en el caso del numero  la camara de origen enviara al tribunal constitucional el proyecto respectivo dentro de los cinco dias siguientes a aquel en que quede totalmente tramitado por el congreso;caso numero   camara origen enviara tribunal constitucional proyecto respectivo dentro cinco dias siguientes aquel quede totalmente tramitado congreso;0.0075238728586255596;0.00752543821208007;0.007529901422924043;0.007521259324708241;0.007526948071959305;0.30645124721176936;0.6559213328979333;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;en el caso del numero  el tribunal podra conocer de la materia a requerimiento del presidente de la republica de cualquiera de las camaras o de diez de sus miembros asimismo podra requerir al tribunal toda persona que sea parte en juicio o gestion pendiente ante un tribunal ordinario o especial o desde la primera actuacion del procedimiento penal cuando sea afectada en el ejercicio de sus derechos fundamentales por lo dispuesto en el respectivo auto acordado;caso numero   tribunal podra conocer materia requerimiento presidente republica cualquiera camaras diez miembros asimismo podra requerir tribunal toda persona parte juicio gestion pendiente tribunal ordinario especial primera actuacion procedimiento penal afectada ejercicio derechos fundamentales dispuesto respectivo auto acordado;0.0036710972336150933;0.31036170270897634;0.0036782309834700435;0.0036861247821543324;0.0036726302591101275;0.003675155692515018;0.6712550583401591;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;en el caso del numero  el tribunal solo podra conocer de la materia a requerimiento del presidente de la republica de cualquiera de las camaras o de una cuarta parte de sus miembros en ejercicio siempre que sea formulado antes de la promulgacion de la ley o de la remision de la comunicacion que informa la aprobacion del tratado por el congreso nacional y en caso alguno despues de quinto dia del despacho del proyecto o de la senalada comunicacion;caso numero   tribunal solo podra conocer materia requerimiento presidente republica cualquiera camaras cuarta parte miembros ejercicio siempre formulado promulgacion ley remision comunicacion informa aprobacion tratado congreso nacional caso alguno despues quinto dia despacho proyecto senalada comunicacion;0.0038704819539232323;0.12735286902076165;0.003875924429320956;0.003868460527753773;0.003868611568652845;0.003873699314260662;0.8532899531853269;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;el tribunal debera resolver dentro del plazo de diez dias contado desde que reciba el requerimiento a menos que decida prorrogarlo hasta por otros diez dias por motivos graves y calificados;tribunal debera resolver dentro plazo diez dias contado reciba requerimiento menos decida prorrogarlo diez dias motivos graves calificados;0.007522123633308136;0.007520274930677102;0.3384594451013391;0.007522755394831372;0.007523320553971749;0.0075222488311134416;0.6239298315547591;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;el requerimiento no suspendera la tramitacion del proyecto pero la parte impugnada de este no podra ser promulgada hasta la expiracion del plazo referido salvo que se trate del proyecto de ley de presupuestos o del proyecto relativo a la declaracion de guerra propuesta por el presidente de la republica;requerimiento suspendera tramitacion proyecto parte impugnada podra promulgada expiracion plazo referido salvo trate proyecto ley presupuestos proyecto relativo declaracion guerra propuesta presidente republica;0.49555739006978244;0.0059627505371423984;0.06649481923830824;0.00595588479252085;0.005955447355088923;0.005977153504501909;0.4140965545026552;0
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;en el caso del numero  la cuestion podra ser planteada por el presidente de la republica dentro del plazo de diez dias cuando la contraloria rechace por inconstitucional un decreto con fuerza de ley tambien podra ser promovida por cualquiera de las camaras o por una cuarta parte de sus miembros en ejercicio en caso de que la contraloria hubiere tomado razon de un decreto con fuerza de ley que se impugne de inconstitucional este requerimiento debera efectuarse dentro del plazo de treinta dias contado desde la publicacion del respectivo decreto con fuerza de ley;caso numero   cuestion podra planteada presidente republica dentro plazo diez dias contraloria rechace inconstitucional decreto fuerza ley tambien podra promovida cualquiera camaras cuarta parte miembros ejercicio caso contraloria hubiere tomado razon decreto fuerza ley impugne inconstitucional requerimiento debera efectuarse dentro plazo treinta dias contado publicacion respectivo decreto fuerza ley;0.002864400278509018;0.0028596775271856464;0.002861840480820472;0.0028593417215571487;0.002859977777599805;0.4361484975111523;0.5495462647031756;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;en el caso del numero  la cuestion podra promoverse a requerimiento del senado o de la camara de diputados dentro de diez dias contados desde la fecha de publicacion del decreto que fije el dia de la consulta plebiscitaria;caso numero   cuestion podra promoverse requerimiento senado camara diputados dentro diez dias contados fecha publicacion decreto fije dia consulta plebiscitaria;0.006812599083265021;0.006810334971119366;0.006816803937183157;0.0068040512124369155;0.006807451078442002;0.11278360916429522;0.8531651505532584;6
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;el tribunal establecera en su resolucion el texto definitivo de la consulta plebiscitaria cuando esta fuera procedente;tribunal establecera resolucion texto definitivo consulta plebiscitaria procedente;0.015890699002829634;0.01587305391999458;0.6054816063413303;0.015886631839983185;0.01588598371769104;0.31505390347027545;0.01592812170789587;2
Vigente;Capítulo VIII;TRIBUNAL CONSTITUCIONAL;Artículo 93;si al tiempo de dictarse la sentencia faltaran menos de treinta dias para la realizacion del plebiscito el tribunal fijara en ella una nueva fecha comprendida entre los treinta y los sesenta dias siguientes al fallo;si tiempo dictarse sentencia faltaran menos treinta dias realizacion plebiscito tribunal fijara nueva fecha comprendida treinta sesenta dias siguientes fallo;0.006810686641746473;0.006806683857178678;0.006806777836299075;0.1542798926964941;0.00680398516220995;0.006811600113097308;0.8116803736929744;6
